"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JDW5M3MJ","journalArticle","2020","Cornejo, Oscar; Briola, Daniela; Micucci, Daniela; Mariani, Leonardo","In-the-field monitoring of functional calls: Is it feasible?","Journal of Systems and Software","","0164-1212","10.1016/j.jss.2020.110523","http://www.sciencedirect.com/science/article/pii/S0164121220300066","Collecting data about the sequences of function calls executed by an application while running in the field can be useful to a number of applications, including failure reproduction, profiling, and debugging. Unfortunately, collecting data from the field may introduce annoying slowdowns that negatively affect the quality of the user experience. So far, the impact of monitoring has been mainly studied in terms of the overhead that it may introduce in the monitored applications, rather than considering if the introduced overhead can be really recognized by users. In this paper we take a different perspective studying to what extent collecting data about sequences of function calls may impact the quality of the user experience, producing recognizable effects. Interestingly we found that, depending on the nature of the executed operation and its execution context, users may tolerate a non-trivial overhead. This information can be potentially exploited to collect significant amount of data without annoying users.","2020-05-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:38","110523","","","163","","Journal of Systems and Software","In-the-field monitoring of functional calls","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\RWGSCL8G\S0164121220300066.html; C:\Users\wouterkok\Zotero\storage\8IE5X8FL\Cornejo et al. - 2020 - In-the-field monitoring of functional calls Is it.pdf","","","Dynamic analysis; Monitoring; User experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"579BM64Z","journalArticle","2021","Soderlund, Magnus; Oikarinen, Eeva-Liisa; Tan, Teck Ming","The happy virtual agent and its impact on the human customer in the service encounter","Journal of Retailing and Consumer Services","","0969-6989","10.1016/j.jretconser.2020.102401","http://www.sciencedirect.com/science/article/pii/S0969698920314090","Few existing virtual agents (VAs) that customers interact with in service encounters can experience emotions, but they can be (and often are) designed so that they appear to have this capability. The purpose of this study was to assess VAs' display of happiness in service encounters when the only means they have to express themselves is the text that they transmit. Linguistic elements that influence the perceived happiness of a (human) sender of text messages were identified in a pilot study, and they were used to manipulate VA display of happiness in two experiments. In addition, a field study was carried out to capitalize on customers’ existing experience of service encounters with VAs in bona fide commercial settings. The experiments showed that VA text manipulated to signal VA happiness boosts overall VA evaluations, and the field study showed that perceived VA happiness is positively associated with overall VA evaluations. Taken together, the findings indicate that we humans are so hardwired for interactions with other humans that we react to VA display of happiness in ways that resemble our reactions when we are exposed to happy humans. The findings also provide designers of VAs and service marketers with a set of easily implemented linguistic elements that can be employed to make VAs appear happy in service encounters.","2021-03-01","2021-01-21 08:29:38","2021-01-21 08:33:28","2021-01-21 08:29:38","102401","","","59","","Journal of Retailing and Consumer Services","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\MNLD36DA\S0969698920314090.html","","","Display of emotions; Happiness; Service encounters; Virtual agents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNEHTW3F","journalArticle","2020","Jessen, Alexander; Hilken, Tim; Chylinski, Mathew; Mahr, Dominik; Heller, Jonas; Keeling, Debbie Isobel; de Ruyter, Ko","The playground effect: How augmented reality drives creative customer engagement","Journal of Business Research","","0148-2963","10.1016/j.jbusres.2020.05.002","http://www.sciencedirect.com/science/article/pii/S0148296320302952","Across various customer experiences, Augmented Reality (AR) is emerging as a strategic experience design tool. This study contributes to an emerging body of research on the use of AR in the early stages of customers’ purchase journeys. Extending previous research, we propose that AR enables a unique form of customer creativity that is distinct from prior conceptualizations of creativity through its association with customer engagement. Specifically, we propose a sequential process of creative customer engagement, in which AR-enabled customer creativity stems from heightened customer engagement and, in turn, offers a source of intrinsic satisfaction for customers. In an experiment with a customer-facing AR application, we empirically demonstrate this sequential mediation process connecting the use of AR with customer engagement, customer creativity, and anticipated satisfaction. We also identify an important boundary condition based on a customer’s assessment orientation, suggesting a novel behavioral effect in the context of regulatory mode theory.","2020-08-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:38","85-98","","","116","","Journal of Business Research","The playground effect","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\6XLX595Y\S0148296320302952.html; C:\Users\wouterkok\Zotero\storage\YPUG2YIZ\Jessen et al. - 2020 - The playground effect How augmented reality drive.pdf","","","Augmented Reality; Customer creativity; Customer engagement; Purchase journey; Regulatory mode","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q5GY6WFX","journalArticle","2020","Liu, Xuanhui; Werder, Karl; Maedche, Alexander","Experimental materials comparing individual performance implications of two decision aids: Taxonomy and tags","MethodsX","","2215-0161","10.1016/j.mex.2020.101133","http://www.sciencedirect.com/science/article/pii/S2215016120303538","Design techniques have been classified to support the selection in design processes. Two decision aids have been created. We designed an experiment to compare both decision aids (taxonomy and tags) and evaluate the influence of individuals’ decision style when using a decision aid. The experiment materials included the experimental process, a training, an experimental task, and the survey questionnaire. In this method article, we describe the details of the experiment settings and use the collected data to validate the experiment. Advantages of this method include the following:•The procedure of the experiment ensured an easy-to-understand training part without any bias toward performing the experimental task and answering the survey questionnaire at the end.•The experimental process can be applied to experiments for evaluating task performance by using user interfaces with a training part before the experimental task.•The experimental task scenario and the design techniques included in the experiment can be applied in experiments with design-relevant task scenarios.","2020-01-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:38","101133","","","7","","MethodsX","Experimental materials comparing individual performance implications of two decision aids","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\XDRLDK8D\S2215016120303538.html; C:\Users\wouterkok\Zotero\storage\W9ZJWXHJ\Liu et al. - 2020 - Experimental materials comparing individual perfor.pdf","","","Cognitive effort; Decision aid; Decision style; Decision support; Novice; Tags; Taxonomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLK2UWUQ","journalArticle","2014","Ho, Edward; Kowatsch, Tobias; Ilic, Alexander","The Sales Velocity Effect on Retailing","Journal of Interactive Marketing","","1094-9968","10.1016/j.intmar.2014.05.003","http://www.sciencedirect.com/science/article/pii/S1094996814000322","In an increasingly crowded marketplace, retailers need innovative ways of promoting products to their consumers. E-commerce retailers have utilized to great effect lists of top ranked products to promote product sales; the higher the sales rank, the more likely consumers buy that product. This influence to buy, based on observing what others bought is known as observational learning (OL). Prior OL research assumed that OL arises from observing a static outcome, such as the current sales rank of a product. However, prior research on intertemporal choice showed that people prefer outcomes with increasing trends over stable or decreasing trends. This suggests that observing an increasing sales rank, denoted as sales velocity, would have a positive effect on purchase likelihood. We conducted three studies to test the sales velocity effect. Results show that sales velocity has a significant effect on likelihood of purchases, reversing even participant preferences for a product with a higher sales rank. This effect is consistent across four broad products tested. For researchers, by joining the two previously disparate branches of research in OL and intertemporal choice, we addressed a gap in OL research which previously ignored the velocity dimension of OL. For retailers, the study demonstrated the impact of the sales velocity metric on making choices, and thus they could use sales velocity data as a cost-effective marketing tool for specific products.","2014-11-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:38","237-256","","4","28","","Journal of Interactive Marketing","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\636PIRV2\S1094996814000322.html","","","Consumer choice; Internet marketing; Observational learning; Online experiment; Social influences; Social learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5VEMTID","journalArticle","2019","Silva, Nícollas; Carvalho, Diego; Pereira, Adriano C. M.; Mourão, Fernando; Rocha, Leonardo","The Pure Cold-Start Problem: A deep study about how to conquer first-time users in recommendations domains","Information Systems","","0306-4379","10.1016/j.is.2018.09.001","http://www.sciencedirect.com/science/article/pii/S0306437918303260","The success of Web-based applications depends on their ability to convert first-time users into recurring ones. This problem is known as Pure Cold-Start and it refers to the capability of Recommender Systems (RSs) providing useful recommendations to users without historical data. Traditionally, the systems assume that items biased by popularity, recency and positive ratings suit the interests of most first-time users. However, our studies confirm a contra-intuitive hypothesis, showing users consumption preferences biased to non-popular items. For this reason, we introduce two new RSs to mitigate this problem based on user coverage maximization: Max-Coverage and Category-Exploration. Offline experiments show that our recommendations complement the traditional ones. Thus, we found an opportunity for improvements on state-of-the-art RSs. We hypothesize that combining distinct non-personalized RSs can be better to conquer the most first-time users than traditional ones. An online study conducted with 236 real users in movie domain reinforced this hypothesis. Hence, this study provides a clear message: we should compose product pages that mix complementary non-personalized RSs.","2019-02-01","2021-01-21 08:29:38","2021-01-21 08:33:28","2021-01-21 08:29:38","1-12","","","80","","Information Systems","The Pure Cold-Start Problem","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\D2HAJKHG\S0306437918303260.html","","","e-commerce systems; First-time users; Non-personalized recommender systems; Pure Cold-Start problem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IPG6F2Q","journalArticle","2019","Terán, Luis; Mancera, José","Dynamic profiles using sentiment analysis and twitter data for voting advice applications","Government Information Quarterly","","0740-624X","10.1016/j.giq.2019.03.003","http://www.sciencedirect.com/science/article/pii/S0740624X18300716","Nowadays, political campaigns combine traditional media channels with social media platforms, opening new and promising possibilities for parties and candidates looking for better political strategies and visibility. Voting advice applications (VAAs) recommend parties and candidates that are close to a citizen's political preferences and require the constrution of candidate and party profiles. Profile generation is an essential task in the development of VAAs and requires two steps: an unbiased design of political questionnaires and the collection of all candidates' answers. This paper presents an extension of a VAA, implemented in within the project Participa Inteligente (PI), a social-network platform designed for the 2017 Ecuadorian national elections. This work concentrates on the implementation of dynamic candidate profiling using Twitter data and sentiment analysis as an additional element to the static profile generation of VAAs. The implementation of a dynamic element for VAAs could help mitigate the effect of biased recommendations given during the construction of candidate and party profiles. At the end of this work, the dynamic profile is compared with the classic static elements developed within the PI project. The results show the level of similarities and differences between each of the elements in profile generation. This work provides an ideal basis for future research in the area of VAAs and their interfaces. Additionally, it opens up a broader spectrum of applications for policymakers including decision-making and collaborative working environments toward e-empowerment.","2019-07-01","2021-01-21 08:29:38","2021-01-21 08:33:28","2021-01-21 08:29:38","520-535","","3","36","","Government Information Quarterly","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\38VCLMKG\S0740624X18300716.html","","","Decision-making; Dynamic profiles; Recommender systems; Sentiment analysis; Voting advice applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4TXNULT","journalArticle","2020","France, Stephen L.; Shi, Yuying; Vaghefi, Mahyar Sharif; Zhao, Huimin","Online video channel management: An integrative decision support system framework","International Journal of Information Management","","0268-4012","10.1016/j.ijinfomgt.2020.102244","http://www.sciencedirect.com/science/article/pii/S0268401220314432","In the current fragmented media landscape, online video is becoming an important outlet for content dissemination. Online video channels provide content creators a way of organizing content and building an online following through subscriptions and social sharing. This paper describes a decision support systems (DSS) based framework for online video channel management and content creation. The relevant DSS literature was reviewed along with both modeling and behavioral aspects of online videos and video channels. An empirical case study was run on a dataset consisting of views, shares, and subscriptions from over 1000 videos from nine YouTube channels. This paper contributes to DSS theory by proposing a flexible framework for incorporating both behavioral and empirical work into an integrative process for online video content creation. This framework builds on existing data-driven DSS theory, but includes specific entities and processes for online content creation.","2020-10-19","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:38","102244","","","","","International Journal of Information Management","Online video channel management","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\PCWA4DA5\S0268401220314432.html","","","Decision support; Forecasting; Social media; Viral videos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MBTF94A","journalArticle","2021","Bastick, Zach","Would you notice if fake news changed your behavior? An experiment on the unconscious effects of disinformation","Computers in Human Behavior","","0747-5632","10.1016/j.chb.2020.106633","http://www.sciencedirect.com/science/article/pii/S0747563220303800","A growing literature is emerging on the believability and spread of disinformation, such as fake news, over social networks. However, little is known about the degree to which malicious actors can use social media to covertly affect behavior with disinformation. A lab-based randomized controlled experiment was conducted with 233 undergraduate students to investigate the behavioral effects of fake news. It was found that even short (under 5-min) exposure to fake news was able to significantly modify the unconscious behavior of individuals. This paper provides initial evidence that fake news can be used to covertly modify behavior, it argues that current approaches to mitigating fake news, and disinformation in general, are insufficient to protect social media users from this threat, and it highlights the implications of this for democracy. It raises the need for an urgent cross-sectoral effort to investigate, protect against, and mitigate the risks of covert, widespread and decentralized behavior modification over online social networks.","2021-03-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:38","106633","","","116","","Computers in Human Behavior","Would you notice if fake news changed your behavior?","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\7XYDEEAR\S0747563220303800.html","","","Behavior; Disinformation; Emotions; Fake news; Finger tapping; Misinformation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEAXQC4K","journalArticle","2021","De Liddo, Anna; Souto, Nieves Pedreira; Plüss, Brian","Let's replay the political debate: Hypervideo technology for visual sensemaking of televised election debates","International Journal of Human-Computer Studies","","1071-5819","10.1016/j.ijhcs.2020.102537","http://www.sciencedirect.com/science/article/pii/S1071581920301397","Despite the widespread proliferation of social media in policy and politics, televised election debates are still a prominent form of large-scale public engagement between politicians and the electorate during election campaigns. Advanced visual interfaces can improve these important spaces of democratic engagement. In this paper, we present a user study in which a new hypervideo technology was compared with a publicly available interface for television replay. The results show that hypervideo navigation, coupled with interactive visualisations, improved sensemaking of televised political debates and promoted people's attitude to challenging personal assumptions. This finding suggests that hypervideo interfaces can play a substantial role in supporting citizens in the complex sensemaking process of informing their political choices during an election campaign, and can be used as instruments to promote critical thinking and political opinion shifting.","2021-01-01","2021-01-21 08:29:38","2021-01-21 08:29:38","2021-01-21 08:29:38","102537","","","145","","International Journal of Human-Computer Studies","Let's replay the political debate","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\wouterkok\Zotero\storage\SXG8UMLQ\S1071581920301397.html","","","Advanced visual interfaces; Deliberation within; Hypervideo; Interactive visualisations; Political election debates; Public deliberation; Sensemaking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96UPQHMH","conferencePaper","2018","Fabijan, A.; Dmitriev, P.; Olsson, H. Holmstrom; Bosch, J.","Online Controlled Experimentation at Scale: An Empirical Survey on the Current State of A/B Testing","2018 44th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)","","","10.1109/SEAA.2018.00021","","Online Controlled Experiments (OCEs, aka A/B tests) are one of the most powerful methods for measuring how much value new features and changes deployed to software products bring to users. Companies like Microsoft, Amazon, and Booking.com report the ability to conduct thousands of OCEs every year. However, the competences of the remainder of the online software industry remain unknown. The main objective of this paper is to reveal the current state of A/B testing maturity in the software industry based on a maturity model from our previous research. We base our findings on 44 responses from an online empirical survey. Our main contribution of this paper is the current state of experimentation maturity as operationalized by the ExG model for a convenience sample of companies doing online controlled experiments. Our findings show that, among others, companies typically develop in-house experimentation platforms, that these platforms are of various levels of maturity, and that designing key metrics - Overall Evaluation Criteria - remains the key challenge for successful experimentation.","2018-08","2021-01-21 11:11:52","2021-01-21 11:11:52","","68-72","","","","","","Online Controlled Experimentation at Scale","","","","","","","","","","","","IEEE Xplore","","","","","","","A-B testing maturity; controlled experimentation, A/B testing, empirical survey, Experimentation Growth Model; DP industry; Electromagnetic interference; evaluation criteria; ExG model; in-house experimentation platforms; Noise measurement; OCEs; online Controlled experimentation; online software industry; program testing; Software engineering; software product lines; software products","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018 44th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)","","","","","","","","","","","","","","",""
"PP3BGSWY","conferencePaper","2018","Azevedo, F. Galuppo; Nogueira, B. Demattos; Murai, F.; Silva, A. P. C.","Estimation Errors in Network A/B Testing Due to Sample Variance and Model Misspecification","2018 IEEE/WIC/ACM International Conference on Web Intelligence (WI)","","","10.1109/WI.2018.00-40","","Companies that offer services on the Web often rely on randomized experiments known as A/B tests for assessing the impact of development and business decisions. During an experiment, each user is randomly redirected to one of two versions of the website, called treatments. Several response models were proposed to describe the behavior of a user in a social network website as a function of the treatment assigned to her and to her neighbors. However, there is no consensus as to which model should be applied to a given dataset. In this work, we propose a new response model, derive theoretical limits for the estimation error of several models, and obtain empirical results for cases where the response model was misspecified.","2018-12","2021-01-21 11:12:11","2021-01-21 11:12:11","","540-545","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\wouterkok\Zotero\storage\S44MR5GM\8609643.html","","","analytical error bounds; business decisions; Computational modeling; Crámer-Rao theorem; data analysis; estimation error; Estimation error; estimation theory; Internet; Logistics; Maximum likelihood estimation; model misspecification; network A/B testing; response model; response models; sample variance; Social network services; social network website; social networking (online); Sociology; statistical analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018 IEEE/WIC/ACM International Conference on Web Intelligence (WI)","","","","","","","","","","","","","","",""
"ITUK3DGU","conferencePaper","2018","Wang, J.; Goldberg, D.; Burke, P.; Bhoite, D.","Designing and Analyzing A/B Tests in an Online Marketplace","2018 IEEE International Conference on Data Mining Workshops (ICDMW)","","","10.1109/ICDMW.2018.00206","","Internet companies often run A/B tests to make sure product decisions are data-driven and credible. When conducting these experiments, it is a common practice to randomly assign customers into test/control groups and assume that the behavior of a customer is not dependent on the assignment of another customer. We see the necessity to verify this assumption given the complex dynamics inside an online marketplace. Our way is to embrace a regression model for experiment response and study if the interference between test and control make a statistically significant regressor. To minimize the interference we advocate for changing the randomization and develop a system in support of that. A category based strategy is explored in detail. It leads to a much smaller sample size so we further discuss the application of transformation and variance reduction techniques in the analysis. We report encouraging results by taking logarithm of the response metric and leveraging pre-experiment data as covariates in the regression. While the described work is for a specific scenario, we believe the design and analysis can be generalized and used at other places to achieve trustworthy online experimentation.","2018-11","2021-01-21 11:12:17","2021-01-21 11:12:17","","1447-1452","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2375-9259","","C:\Users\wouterkok\Zotero\storage\A2GGCWHW\8637527.html","","","A/B test, controlled experiment, design of experiment, interference effect, randomization strategy, poststratification; A/B tests; Automobiles; business data processing; category based strategy; Conferences; consumer behaviour; customer behaviour; data analysis; DP industry; Estimation; Feeds; IEEE merchandise; Interference; Internet; Internet companies; Measurement; online marketplace; program testing; randomization; regression analysis; regression model; statistical analysis; variance reduction techniques","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018 IEEE International Conference on Data Mining Workshops (ICDMW)","","","","","","","","","","","","","","",""
"E5LUFSQ2","conferencePaper","2017","Zhao, Z.; He, Y.; Chen, M.","Inform Product Change through Experimentation with Data-Driven Behavioral Segmentation","2017 IEEE International Conference on Data Science and Advanced Analytics (DSAA)","","","10.1109/DSAA.2017.65","","Online controlled experimentation is widely adopted for evaluating new features in the rapid development cycle for web products and mobile applications. Measurement on overall experiment sample is a common practice to quantify the overall treatment effect. In order to understand why the treatment effect occurs in a certain way, segmentation becomes a valuable approach to a finer analysis of experiment results. This paper introduces a framework for creating and utilizing user behavioral segments in online experimentation. By using the data of user engagement with individual product components as input, this method defines segments that are closely related to the features being evaluated in the product development cycle. With a real-world example we demonstrate that the analysis with such behavioral segments offered deep, actionable insights that successfully informed product decision making.","2017-10","2021-01-21 11:12:21","2021-01-21 11:12:21","","69-78","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\wouterkok\Zotero\storage\G9U777UX\8259765.html","","","A/B testing; behavioral segmentation; Clustering algorithms; Computational modeling; consumer behaviour; Controlled experiment; data mining; Data models; decision making; Feature extraction; Finance; individual product components; inform product change; informed product decision making; Internet; mobile applications; mobile computing; online controlled experimentation; online experimentation; product development; Product development; product development cycle; rapid development cycle; Segmentation; unsupervised learning; Unsupervised learning; User behavior; user behavioral segment utilization; user engagement; web products","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE International Conference on Data Science and Advanced Analytics (DSAA)","","","","","","","","","","","","","","",""
"PITFJQJD","conferencePaper","2016","Dmitriev, P.; Frasca, B.; Gupta, S.; Kohavi, R.; Vaz, G.","Pitfalls of long-term online controlled experiments","2016 IEEE International Conference on Big Data (Big Data)","","","10.1109/BigData.2016.7840744","","Online controlled experiments (e.g., A/B tests) are now regularly used to guide product development and accelerate innovation in software. Product ideas are evaluated as scientific hypotheses, and tested on web sites, mobile applications, desktop applications, services, and operating system features. One of the key challenges for organizations that run controlled experiments is to select an Overall Evaluation Criterion (OEC), i.e., the criterion by which to evaluate the different variants. The difficulty is that short-term changes to metrics may not predict the long-term impact of a change. For example, raising prices likely increases short-term revenue but also likely reduces long-term revenue (customer lifetime value) as users abandon. Degrading search results in a Search Engine causes users to search more, thus increasing query share short-term, but increasing abandonment and thus reducing longterm customer lifetime value. Ideally, an OEC is based on metrics in a short-term experiment that are good predictors of long-term value. To assess long-term impact, one approach is to run longterm controlled experiments and assume that long-term effects are represented by observed metrics. In this paper we share several examples of long-term experiments and the pitfalls associated with running them. We discuss cookie stability, survivorship bias, selection bias, and perceived trends, and share methodologies that can be used to partially address some of these issues. While there is clearly value in evaluating long-term trends, experimenters running long-term experiments must be cautious, as results may be due to the above pitfalls more than the true delta between the Treatment and Control. We hope our real examples and analyses will sensitize readers to the issues and encourage the development of new methodologies for this important problem.","2016-12","2021-01-21 11:12:25","2021-01-21 11:12:25","","1367-1376","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\wouterkok\Zotero\storage\98GNPYQ9\7840744.html","","","A/B testing; Browsers; Controlled experiments; cookie stability; Degradation; Google; Internet; long-term online controlled experiments; longterm customer lifetime value; Market research; Measurement; OEC; Online experiments; overall evaluation criterion; scientific hypotheses; search engine; search engines; selection bias; software engineering; software product development; survivorship bias; Testing; Web sites","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE International Conference on Big Data (Big Data)","","","","","","","","","","","","","","",""
"79W3D3VY","webpage","","","Security of Information and Communication Networks Part 2","","","","","https://ieeexplore.ieee.org/courses/details/EDP165","","","2021-01-21 11:12:39","2021-01-21 11:12:39","2021-01-21 11:12:39","","","","","","","","","","","","","","","","","","","","","","","C:\Users\wouterkok\Zotero\storage\CQYCLCLW\EDP165.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XELBE8R","journalArticle","2019","Gupta, Somit; Kohavi, Ronny; Tang, Diane; Xu, Ya; Andersen, Reid; Bakshy, Eytan; Cardin, Niall; Chandran, Sumita; Chen, Nanyu; Coey, Dominic; Curtis, Mike; Deng, Alex; Duan, Weitao; Forbes, Peter; Frasca, Brian; Guy, Tommy; Imbens, Guido W.; Saint Jacques, Guillaume; Kantawala, Pranav; Katsev, Ilya; Katzwer, Moshe; Konutgan, Mikael; Kunakova, Elena; Lee, Minyong; Lee, MJ; Liu, Joseph; McQueen, James; Najmi, Amir; Smith, Brent; Trehan, Vivek; Vermeer, Lukas; Walker, Toby; Wong, Jeffrey; Yashkov, Igor","Top Challenges from the first Practical Online Controlled Experiments Summit","ACM SIGKDD Explorations Newsletter","","1931-0145","10.1145/3331651.3331655","https://doi.org/10.1145/3331651.3331655","Online controlled experiments (OCEs), also known as A/B tests, have become ubiquitous in evaluating the impact of changes made to software products and services. While the concept of online controlled experiments is simple, there are many practical challenges in running OCEs at scale. To understand the top practical challenges in running OCEs at scale and encourage further academic and industrial exploration, representatives with experience in large-scale experimentation from thirteen different organizations (Airbnb, Amazon, Booking.com, Facebook, Google, LinkedIn, Lyft, Microsoft, Netflix, Twitter, Uber, Yandex, and Stanford University) were invited to the first Practical Online Controlled Experiments Summit. All thirteen organizations sent representatives. Together these organizations have tested more than one hundred thousand experiment treatments last year. Thirty-four experts from these organizations participated in the summit in Sunnyvale, CA, USA on December 13-14, 2018. While there are papers from individual organizations on some of the challenges and pitfalls in running OCEs at scale, this is the first paper to provide the top challenges faced across the industry for running OCEs at scale and some common solutions.","2019-05-13","2021-01-22 10:16:20","2021-01-22 10:16:20","2021-01-22 10:16:03","20–35","","1","21","","SIGKDD Explor. Newsl.","","","","","","","","","","","","","June 2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NVIZX3M","conferencePaper","2020","Gupta, Somit; Shi, Xiaolin; Dmitriev, Pavel; Fu, Xin","Challenges, Best Practices and Pitfalls in Evaluating Results of Online Controlled Experiments","Companion Proceedings of the Web Conference 2020","978-1-4503-7024-0","","10.1145/3366424.3383117","https://doi.org/10.1145/3366424.3383117","A/B Testing is the gold standard to estimate the causal relationship between a change in a product and its impact on key outcome measures. It is widely used in the industry to test changes ranging from simple copy change or UI change to more complex changes like using machine learning models to personalize user experience. The key aspect of A/B testing is evaluation of experiment results. Designing the right set of metrics - correct outcome measures, data quality indicators, guardrails that prevent harm to business, and a comprehensive set of supporting metrics to understand the “why” behind the key movements is the #1 challenge practitioners face when trying to scale their experimentation program 11, 14. On the technical side, improving sensitivity of experiment metrics is a hard problem and an active research area, with large practical implications as more and more small and medium size businesses are trying to adopt A/B testing and suffer from insufficient power. In this tutorial we will discuss challenges, best practices, and pitfalls in evaluating experiment results, focusing on both lessons learned and practical guidelines as well as open research questions. A version of this tutorial was also present at KDD 2019 23. It was attended by around 150 participants. This tutorial has also been accepted for the WSDM 2020 conference.","2020-04-20","2021-01-22 10:16:20","2021-01-22 10:16:20","2021-01-22","317–319","","","","","","","WWW '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
